ICAO Empresa Aerea;Numero Voo;Codigo DI;Codigo Tipo Linha;ICAO Aerodromo Origem;ICAO Aerodromo Destino;Partida Prevista;Partida Real;Chegada Prevista;Chegada Real;Situacao Voo
MWM;9710;7;C;SBGL;SBBR;01/07/2020 09:45;01/07/2020 09:45;01/07/2020 11:45;01/07/2020 11:34;REALIZADO
TAM;3745;0;N;SBSV;SBSP;01/07/2020 09:45;01/07/2020 09:37;01/07/2020 12:15;01/07/2020 12:07;REALIZADO
TAM;3095;0;N;SBNF;SBSP;01/07/2020 09:50;01/07/2020 09:58;01/07/2020 11:00;01/07/2020 10:57;REALIZADO
TAM;4573;0;N;SBNF;SBGR;01/07/2020 09:50;01/07/2020 10:07;01/07/2020 10:55;01/07/2020 11:09;REALIZADO
OWT;5550;0;N;SBTB;SNRJ;01/07/2020 09:55;01/07/2020 09:50;01/07/2020 10:25;01/07/2020 10:18;REALIZADO
TAM;3703;0;N;SBBR;SBSP;01/07/2020 09:55;01/07/2020 09:56;01/07/2020 11:40;01/07/2020 11:30;REALIZADO
MWM;9709;2;C;SBGL;SBCT;01/07/2020 10:00;01/07/2020 09:59;01/07/2020 11:35;01/07/2020 11:33;REALIZADO
TAM;3320;0;N;SBGR;SBMO;01/07/2020 10:00;01/07/2020 09:57;01/07/2020 12:45;01/07/2020 12:50;REALIZADO
GEC;8264;0;X;EDDF;GOBD;01/07/2020 10:05;01/07/2020 10:04;01/07/2020 16:15;01/07/2020 16:03;REALIZADO
GLO;1878;0;N;SBBR;SBMO;01/07/2020 10:10;01/07/2020 10:05;01/07/2020 12:30;01/07/2020 12:19;REALIZADO
GEC;8267;0;X;SBKP;GOBD;01/07/2020 10:25;01/07/2020 10:27;01/07/2020 17:00;01/07/2020 17:04;REALIZADO
GLO;1706;0;N;SBRF;SBFZ;01/07/2020 10:25;01/07/2020 10:27;01/07/2020 11:45;01/07/2020 11:42;REALIZADO
IBE;6024;2;X;SBGL;LEMD;01/07/2020 10:25;01/07/2020 10:25;01/07/2020 20:40;01/07/2020 20:40;REALIZADO
AEA;21;0;I;LEMD;SBFZ;01/07/2020 10:30;;01/07/2020 18:35;;CANCELADO
AZU;9960;0;C;SBKP;SBNF;01/07/2020 10:30;;01/07/2020 11:55;;CANCELADO
GLO;2212;0;N;SBGL;SBFZ;01/07/2020 10:30;01/07/2020 10:29;01/07/2020 13:45;01/07/2020 13:46;REALIZADO
AZU;4420;0;N;SBCF;SBMK;01/07/2020 10:35;01/07/2020 10:31;01/07/2020 11:50;01/07/2020 11:41;REALIZADO
GLO;2220;0;N;SBGL;SBSG;01/07/2020 10:35;01/07/2020 10:30;01/07/2020 13:35;01/07/2020 13:50;REALIZADO
AZU;4414;0;N;SBCF;SBRJ;01/07/2020 10:40;01/07/2020 10:45;01/07/2020 12:00;01/07/2020 11:59;REALIZADO
GLO;2216;0;N;SBGL;SBJP;01/07/2020 10:40;01/07/2020 11:46;01/07/2020 13:40;01/07/2020 14:41;REALIZADO
LCO;1507;0;X;EHAM;EDDF;01/07/2020 10:40;01/07/2020 11:40;01/07/2020 11:50;01/07/2020 12:33;REALIZADO
OWT;5590;0;N;SWHP;SWFX;01/07/2020 10:40;01/07/2020 10:30;01/07/2020 11:50;01/07/2020 11:33;REALIZADO
AZU;4317;0;N;SBCF;SBKP;01/07/2020 10:45;01/07/2020 10:56;01/07/2020 12:00;01/07/2020 11:58;REALIZADO
GLO;2224;0;N;SBGL;SBRF;01/07/2020 10:45;01/07/2020 10:48;01/07/2020 13:30;01/07/2020 13:36;REALIZADO
OWT;5550;0;N;SNRJ;SBIH;01/07/2020 10:45;01/07/2020 10:31;01/07/2020 11:45;01/07/2020 11:30;REALIZADO
AZU;4351;0;N;SBRJ;SBKP;01/07/2020 10:50;01/07/2020 11:07;01/07/2020 12:05;01/07/2020 12:11;REALIZADO
AZU;4458;0;N;SBCF;SBSL;01/07/2020 10:50;01/07/2020 10:45;01/07/2020 13:35;01/07/2020 13:28;REALIZADO
GLO;1879;0;N;SBGL;SBAR;01/07/2020 10:50;01/07/2020 10:46;01/07/2020 13:10;01/07/2020 13:01;REALIZADO
TAP;9503;2;I;LPPT;SBFZ;01/07/2020 10:50;;01/07/2020 18:20;;CANCELADO
UPS;415;0;X;SBKP;SKBO;01/07/2020 10:50;01/07/2020 10:48;01/07/2020 16:25;01/07/2020 16:44;REALIZADO
AZU;4391;0;N;SBSR;SBKP;01/07/2020 10:55;01/07/2020 11:00;01/07/2020 12:00;01/07/2020 12:03;REALIZADO
GLO;1221;0;N;SBMG;SBGR;01/07/2020 10:55;01/07/2020 10:59;01/07/2020 12:20;01/07/2020 12:08;REALIZADO
GLO;1307;0;N;SBPA;SBGR;01/07/2020 10:55;01/07/2020 13:33;01/07/2020 12:35;01/07/2020 15:03;REALIZADO
GLO;1347;0;N;SBCH;SBGR;01/07/2020 10:55;01/07/2020 11:35;01/07/2020 12:30;01/07/2020 12:58;REALIZADO
GLO;2204;0;N;SBGL;SBSV;01/07/2020 10:55;01/07/2020 10:57;01/07/2020 12:55;01/07/2020 13:05;REALIZADO
TAM;3977;0;N;SBFZ;SBSP;01/07/2020 10:55;01/07/2020 10:45;01/07/2020 14:25;01/07/2020 14:14;REALIZADO
AZU;4303;0;N;SBPA;SBKP;01/07/2020 11:00;01/07/2020 10:48;01/07/2020 12:45;01/07/2020 12:22;REALIZADO
AZU;4395;0;N;SBBR;SBKP;01/07/2020 11:00;01/07/2020 11:03;01/07/2020 12:40;01/07/2020 12:29;REALIZADO
AZU;4407;0;N;SBFI;SBKP;01/07/2020 11:00;01/07/2020 11:04;01/07/2020 12:35;01/07/2020 12:24;REALIZADO
AZU;9967;0;C;SBCY;SBPV;01/07/2020 11:00;01/07/2020 11:53;01/07/2020 14:10;01/07/2020 14:52;REALIZADO
GLO;1321;0;N;SBFL;SBGR;01/07/2020 11:00;01/07/2020 10:59;01/07/2020 12:15;01/07/2020 12:08;REALIZADO
GLO;1343;0;N;SBPF;SBGR;01/07/2020 11:00;;01/07/2020 12:40;;CANCELADO
OWT;5022;0;N;SBAE;SBKP;01/07/2020 11:00;01/07/2020 11:00;01/07/2020 12:05;01/07/2020 12:08;REALIZADO
OWT;5580;0;N;SBBE;SBMD;01/07/2020 11:00;01/07/2020 11:00;01/07/2020 12:50;01/07/2020 12:37;REALIZADO
TAM;3918;0;N;SBSP;SBRJ;01/07/2020 11:00;01/07/2020 10:53;01/07/2020 12:05;01/07/2020 11:43;REALIZADO
AZU;4309;0;N;SBCT;SBKP;01/07/2020 11:05;01/07/2020 11:12;01/07/2020 12:10;01/07/2020 12:03;REALIZADO
GLO;1205;0;N;SBFI;SBGR;01/07/2020 11:05;01/07/2020 10:55;01/07/2020 12:40;01/07/2020 12:35;REALIZADO
GLO;1351;0;N;SBNF;SBGR;01/07/2020 11:05;01/07/2020 11:20;01/07/2020 12:10;01/07/2020 12:30;REALIZADO
GLO;1443;0;N;SBCF;SBGR;01/07/2020 11:05;01/07/2020 11:05;01/07/2020 12:25;01/07/2020 12:11;REALIZADO
UPS;410;0;X;KMIA;SBKP;01/07/2020 11:05;01/07/2020 11:04;01/07/2020 19:00;01/07/2020 18:45;REALIZADO
GLO;1215;0;N;SBCT;SBGR;01/07/2020 11:10;01/07/2020 11:21;01/07/2020 12:20;01/07/2020 12:25;REALIZADO
OWT;5581;0;N;SBBE;SNVS;01/07/2020 11:10;01/07/2020 11:10;01/07/2020 12:20;01/07/2020 12:12;REALIZADO
AZU;4325;0;N;SBGO;SBKP;01/07/2020 11:15;01/07/2020 11:13;01/07/2020 12:50;01/07/2020 12:32;REALIZADO
GLO;1065;0;N;SBGL;SBGR;01/07/2020 11:25;01/07/2020 11:19;01/07/2020 12:40;01/07/2020 12:19;REALIZADO
GLO;1073;0;N;SBRJ;SBGR;01/07/2020 11:25;01/07/2020 11:15;01/07/2020 12:30;01/07/2020 12:26;REALIZADO
GLO;1355;0;N;SBJV;SBGR;01/07/2020 11:25;;01/07/2020 12:25;;CANCELADO
GLO;1109;0;N;SBBR;SBSP;01/07/2020 11:30;;01/07/2020 13:15;;CANCELADO
LTG;8420;0;G;SBKP;SBEG;01/07/2020 11:45;01/07/2020 11:58;01/07/2020 15:30;01/07/2020 15:57;REALIZADO
AZU;4366;0;N;SBFL;SBCH;01/07/2020 11:50;01/07/2020 11:42;01/07/2020 12:55;01/07/2020 12:47;REALIZADO
TAM;3602;0;N;SBGR;SBRF;01/07/2020 11:50;01/07/2020 11:44;01/07/2020 14:55;01/07/2020 14:49;REALIZADO
AZU;9902;0;C;SBGR;SBSV;01/07/2020 12:00;01/07/2020 12:17;01/07/2020 16:00;01/07/2020 16:14;REALIZADO
LAE;2835;0;X;KMIA;SBFZ;01/07/2020 12:00;01/07/2020 12:05;01/07/2020 19:30;01/07/2020 19:29;REALIZADO
TAM;3706;0;N;SBSP;SBBR;01/07/2020 12:00;01/07/2020 11:54;01/07/2020 13:45;01/07/2020 13:40;REALIZADO
TAM;3926;0;N;SBSP;SBSR;01/07/2020 12:00;01/07/2020 11:50;01/07/2020 13:05;01/07/2020 12:53;REALIZADO
OWT;5551;0;N;SBIH;SBSN;01/07/2020 12:05;01/07/2020 11:50;01/07/2020 13:10;01/07/2020 12:50;REALIZADO
TAM;3312;0;N;SBGR;SBFZ;01/07/2020 12:05;01/07/2020 12:13;01/07/2020 15:30;01/07/2020 15:39;REALIZADO
TAM;3368;0;N;SBGR;SBCY;01/07/2020 12:05;01/07/2020 11:51;01/07/2020 14:20;01/07/2020 14:24;REALIZADO
TAM;3554;0;N;SBGR;SBSV;01/07/2020 12:05;01/07/2020 11:59;01/07/2020 14:20;01/07/2020 14:22;REALIZADO
AZU;9210;0;N;SBCY;SBPV;01/07/2020 12:10;01/07/2020 12:34;01/07/2020 14:05;01/07/2020 14:43;REALIZADO
LTG;8430;0;G;SBEG;SKRG;01/07/2020 12:10;01/07/2020 13:32;01/07/2020 15:00;01/07/2020 16:22;REALIZADO
OWT;5541;0;N;SWKO;SBEG;01/07/2020 12:10;;01/07/2020 13:40;;CANCELADO
TAM;3574;0;N;SBGR;SBGO;01/07/2020 12:10;01/07/2020 11:59;01/07/2020 13:45;01/07/2020 13:39;REALIZADO
TAM;3495;0;N;SBSV;SBGR;01/07/2020 12:15;01/07/2020 12:08;01/07/2020 14:45;01/07/2020 14:29;REALIZADO
GLO;1741;0;N;SBJP;SBGR;01/07/2020 12:20;01/07/2020 12:17;01/07/2020 15:40;01/07/2020 15:26;REALIZADO
TAM;3584;0;N;SBBR;SBRB;01/07/2020 12:20;01/07/2020 12:18;01/07/2020 15:45;01/07/2020 15:41;REALIZADO
TAM;3707;0;N;SBGR;SBPS;01/07/2020 12:20;01/07/2020 12:24;01/07/2020 14:10;01/07/2020 14:27;REALIZADO
AZU;4328;0;N;SBRF;SBFZ;01/07/2020 12:25;01/07/2020 12:24;01/07/2020 13:50;01/07/2020 13:33;REALIZADO
AZU;4432;0;N;SBBE;SBSN;01/07/2020 12:25;01/07/2020 12:58;01/07/2020 13:50;01/07/2020 14:14;REALIZADO
GLO;1706;0;N;SBFZ;SBSV;01/07/2020 12:25;01/07/2020 13:33;01/07/2020 14:10;01/07/2020 15:13;REALIZADO
GLO;1909;0;N;SBCF;SBSV;01/07/2020 12:25;01/07/2020 12:12;01/07/2020 14:10;01/07/2020 13:53;REALIZADO
GLO;1914;0;N;SBSG;SBSV;01/07/2020 12:25;01/07/2020 12:36;01/07/2020 13:55;01/07/2020 14:14;REALIZADO
AZU;4436;0;N;SBRF;SBAR;01/07/2020 12:30;01/07/2020 12:30;01/07/2020 13:50;01/07/2020 13:47;REALIZADO
AZU;4462;0;N;SBBE;SBHT;01/07/2020 12:30;01/07/2020 13:17;01/07/2020 14:00;01/07/2020 14:47;REALIZADO
GLO;1783;0;N;SBFZ;SBGR;01/07/2020 12:30;01/07/2020 12:22;01/07/2020 16:05;01/07/2020 15:41;REALIZADO
GLO;1791;0;N;SBRF;SBGR;01/07/2020 12:30;01/07/2020 12:48;01/07/2020 15:55;01/07/2020 15:45;REALIZADO
TAM;3220;0;N;SBSP;SBCF;01/07/2020 12:30;01/07/2020 12:21;01/07/2020 13:45;01/07/2020 13:33;REALIZADO
AZU;4434;0;N;SBRF;SBSL;01/07/2020 12:35;01/07/2020 12:47;01/07/2020 14:40;01/07/2020 14:44;REALIZADO
TAM;3286;0;N;SBGR;SBPA;01/07/2020 12:35;01/07/2020 12:26;01/07/2020 14:20;01/07/2020 14:05;REALIZADO
TAM;3509;0;N;SBGR;SBBE;01/07/2020 12:35;01/07/2020 12:36;01/07/2020 16:25;01/07/2020 16:18;REALIZADO
AZU;4424;0;N;SBRF;SBJU;01/07/2020 12:40;01/07/2020 12:39;01/07/2020 13:50;01/07/2020 13:44;REALIZADO
GLO;1737;0;N;SBSG;SBGR;01/07/2020 12:40;01/07/2020 12:42;01/07/2020 16:10;01/07/2020 15:56;REALIZADO
GLO;1901;0;N;SBRF;SBSV;01/07/2020 12:40;;01/07/2020 13:50;;CANCELADO
GLO;1927;0;N;SBVT;SBSV;01/07/2020 12:40;01/07/2020 12:26;01/07/2020 14:10;01/07/2020 13:58;REALIZADO
OWT;5581;0;N;SNVS;SNMZ;01/07/2020 12:40;01/07/2020 12:38;01/07/2020 13:35;01/07/2020 13:26;REALIZADO
TAM;3633;0;N;SBRJ;SBGR;01/07/2020 12:40;01/07/2020 12:35;01/07/2020 13:40;01/07/2020 13:29;REALIZADO
AZU;4374;0;N;SBBE;SBMQ;01/07/2020 12:45;01/07/2020 13:26;01/07/2020 13:45;01/07/2020 14:16;REALIZADO
AZU;4438;0;N;SBRF;SBSG;01/07/2020 12:45;01/07/2020 12:47;01/07/2020 13:50;01/07/2020 14:02;REALIZADO
AZU;4380;0;N;SBEG;SBBV;01/07/2020 12:50;01/07/2020 12:57;01/07/2020 14:05;01/07/2020 14:10;REALIZADO
TAM;3160;0;N;SBFZ;SBGR;01/07/2020 12:50;01/07/2020 12:58;01/07/2020 16:20;01/07/2020 16:10;REALIZADO
TAM;4622;0;N;SBGR;SBUL;01/07/2020 12:50;01/07/2020 12:58;01/07/2020 14:10;01/07/2020 14:14;REALIZADO
AZU;9105;0;N;SBBE;SBKP;01/07/2020 12:55;01/07/2020 13:25;01/07/2020 16:30;01/07/2020 16:41;REALIZADO
AZU;9961;0;C;SBNF;SBKP;01/07/2020 12:55;;01/07/2020 14:20;;CANCELADO
GLO;1916;0;N;SBJP;SBSV;01/07/2020 12:55;01/07/2020 12:48;01/07/2020 14:10;01/07/2020 14:08;REALIZADO
TAM;3139;0;N;SBRF;SBGR;01/07/2020 12:55;01/07/2020 13:16;01/07/2020 16:10;01/07/2020 16:24;REALIZADO
AZU;4422;0;N;SBCY;SBSI;01/07/2020 13:00;01/07/2020 12:49;01/07/2020 14:00;01/07/2020 13:48;REALIZADO
GLO;1745;0;N;SBJU;SBGR;01/07/2020 13:00;01/07/2020 15:26;01/07/2020 16:05;01/07/2020 18:13;REALIZADO
GLO;1896;0;N;SBBE;SBMQ;01/07/2020 13:00;01/07/2020 12:55;01/07/2020 13:55;01/07/2020 13:44;REALIZADO
GLO;1931;0;N;SBVC;SBSV;01/07/2020 13:00;01/07/2020 12:45;01/07/2020 14:00;01/07/2020 13:38;REALIZADO
LCO;1507;0;X;EDDF;GVAC;01/07/2020 13:00;01/07/2020 14:10;01/07/2020 19:30;01/07/2020 20:50;REALIZADO
OWT;5620;0;C;SBCF;SBPL;01/07/2020 13:00;01/07/2020 13:00;01/07/2020 14:30;01/07/2020 17:02;REALIZADO
TAM;3594;0;N;SBBR;SBPV;01/07/2020 13:00;01/07/2020 12:56;01/07/2020 15:50;01/07/2020 15:56;REALIZADO
TAM;3927;0;N;SBRJ;SBSP;01/07/2020 13:00;01/07/2020 13:04;01/07/2020 14:05;01/07/2020 14:01;REALIZADO
AZU;4331;0;N;SBRF;SBKP;01/07/2020 13:05;01/07/2020 12:53;01/07/2020 16:20;01/07/2020 15:59;REALIZADO
GLO;1892;0;N;SBEG;SBBV;01/07/2020 13:05;;01/07/2020 14:25;;CANCELADO
GLO;1064;0;N;SBGR;SBGL;01/07/2020 13:10;01/07/2020 15:49;01/07/2020 14:10;01/07/2020 16:48;REALIZADO
GLO;1739;0;N;SBPL;SBGR;01/07/2020 13:10;01/07/2020 12:48;01/07/2020 15:55;01/07/2020 15:22;REALIZADO
GLO;1878;0;N;SBMO;SBAR;01/07/2020 13:10;01/07/2020 13:02;01/07/2020 14:00;01/07/2020 13:57;REALIZADO
TAM;3559;0;N;SBGR;SBCG;01/07/2020 13:10;01/07/2020 13:01;01/07/2020 15:00;01/07/2020 15:01;REALIZADO
GLO;1072;0;N;SBGR;SBRJ;01/07/2020 13:15;01/07/2020 13:14;01/07/2020 14:15;01/07/2020 14:14;REALIZADO
GLO;1750;0;N;SBGR;SBIL;01/07/2020 13:15;01/07/2020 13:43;01/07/2020 15:05;01/07/2020 15:50;REALIZADO
AZU;4378;0;N;SBKP;SBTE;01/07/2020 13:20;01/07/2020 13:17;01/07/2020 16:25;01/07/2020 16:21;REALIZADO
OWT;5580;0;N;SBMD;SNYA;01/07/2020 13:20;01/07/2020 13:17;01/07/2020 13:35;01/07/2020 13:37;REALIZADO
QTR;8156;0;G;SEQM;KMIA;01/07/2020 13:20;;01/07/2020 17:30;;CANCELADO
AZU;4318;0;N;SBKP;SBCF;01/07/2020 13:25;01/07/2020 13:23;01/07/2020 14:40;01/07/2020 14:38;REALIZADO
AZU;4400;0;N;SBKP;SBLO;01/07/2020 13:25;01/07/2020 13:21;01/07/2020 14:40;01/07/2020 14:23;REALIZADO
GLO;1782;0;N;SBGR;SBFZ;01/07/2020 13:25;01/07/2020 13:37;01/07/2020 16:45;01/07/2020 17:06;REALIZADO
TAM;3301;0;N;SBSG;SBGR;01/07/2020 13:25;01/07/2020 13:24;01/07/2020 16:50;01/07/2020 16:57;REALIZADO
AZU;4352;0;N;SBKP;SBRJ;01/07/2020 13:30;01/07/2020 13:32;01/07/2020 14:35;01/07/2020 14:31;REALIZADO
GLO;1130;0;N;SBGR;SBCY;01/07/2020 13:30;01/07/2020 13:29;01/07/2020 15:45;01/07/2020 16:09;REALIZADO
GLO;1726;0;N;SBGR;SBRF;01/07/2020 13:30;01/07/2020 13:30;01/07/2020 16:35;01/07/2020 16:37;REALIZADO
GLO;1764;0;N;SBGR;SBSL;01/07/2020 13:30;01/07/2020 13:32;01/07/2020 16:55;01/07/2020 16:59;REALIZADO
OWT;5023;0;N;SBKP;SBAE;01/07/2020 13:30;01/07/2020 13:20;01/07/2020 14:35;01/07/2020 14:34;REALIZADO
TAM;9552;2;I;SBGR;SBRF;01/07/2020 13:30;01/07/2020 13:22;01/07/2020 16:30;01/07/2020 16:19;REALIZADO
AZU;4310;0;N;SBKP;SBCT;01/07/2020 13:35;01/07/2020 13:33;01/07/2020 14:40;01/07/2020 14:34;REALIZADO
AZU;4384;0;N;SBKP;SBRD;01/07/2020 13:35;01/07/2020 13:35;01/07/2020 16:30;01/07/2020 16:43;REALIZADO
GLO;1717;0;N;SBSV;SBGR;01/07/2020 13:35;01/07/2020 13:31;01/07/2020 16:15;01/07/2020 15:50;REALIZADO
GLO;1718;0;N;SBGR;SBSV;01/07/2020 13:35;01/07/2020 13:36;01/07/2020 16:00;01/07/2020 16:00;REALIZADO
AZU;6006;0;C;SBFZ;SBEG;01/07/2020 13:40;;01/07/2020 17:15;;CANCELADO
GLO;1734;0;N;SBGR;SBMO;01/07/2020 13:40;01/07/2020 13:38;01/07/2020 16:30;01/07/2020 16:34;REALIZADO
GLO;1768;0;N;SBGR;SBTE;01/07/2020 13:40;01/07/2020 13:40;01/07/2020 16:50;01/07/2020 16:59;REALIZADO
OWT;5591;0;N;SWFX;SWHP;01/07/2020 13:40;01/07/2020 13:40;01/07/2020 14:50;01/07/2020 14:48;REALIZADO
AZU;4330;0;N;SBKP;SBRF;01/07/2020 13:45;01/07/2020 13:43;01/07/2020 16:50;01/07/2020 16:48;REALIZADO
AZU;4421;0;N;SBMK;SBCF;01/07/2020 13:45;01/07/2020 13:35;01/07/2020 14:50;01/07/2020 14:40;REALIZADO
GLO;1170;0;N;SBGR;SBSI;01/07/2020 13:45;01/07/2020 13:38;01/07/2020 16:30;01/07/2020 16:36;REALIZADO
GLO;1772;0;N;SBGR;SBAR;01/07/2020 13:45;01/07/2020 13:56;01/07/2020 16:20;01/07/2020 16:37;REALIZADO
GLO;1894;0;N;SBPV;SBRB;01/07/2020 13:45;01/07/2020 13:54;01/07/2020 14:55;01/07/2020 14:54;REALIZADO
AZU;4388;0;N;SBKP;SBRP;01/07/2020 13:50;01/07/2020 13:47;01/07/2020 14:55;01/07/2020 14:45;REALIZADO
OWT;5553;0;N;SBSN;SBBE;01/07/2020 13:50;01/07/2020 13:50;01/07/2020 16:45;01/07/2020 16:41;REALIZADO
TAM;3168;0;N;SBEG;SBGR;01/07/2020 13:50;01/07/2020 13:56;01/07/2020 18:00;01/07/2020 17:14;REALIZADO
AZU;4302;0;N;SBKP;SBPA;01/07/2020 13:55;01/07/2020 13:52;01/07/2020 15:40;01/07/2020 15:25;REALIZADO
CCA;907;0;I;ZBAA;LEMD;01/07/2020 13:55;;02/07/2020 01:45;;CANCELADO
AZU;4396;0;N;SBKP;SBBR;01/07/2020 14:00;01/07/2020 13:50;01/07/2020 15:45;01/07/2020 15:28;REALIZADO
AZU;9971;0;C;SBBE;SBSN;01/07/2020 14:00;01/07/2020 13:54;01/07/2020 16:05;01/07/2020 15:44;REALIZADO
GLO;1879;0;N;SBAR;SBMO;01/07/2020 14:00;01/07/2020 13:48;01/07/2020 14:50;01/07/2020 14:27;REALIZADO
KAL;273;0;X;RKSI;PANC;01/07/2020 14:00;01/07/2020 11:32;01/07/2020 21:55;01/07/2020 19:14;REALIZADO
TAM;3934;0;N;SBSP;SBRJ;01/07/2020 14:00;01/07/2020 13:55;01/07/2020 15:05;01/07/2020 14:50;REALIZADO
TTL;9883;7;N;SBEG;SBTB;01/07/2020 14:00;01/07/2020 14:05;01/07/2020 15:10;01/07/2020 15:22;REALIZADO
AZU;4370;0;N;SBKP;SBSV;01/07/2020 14:05;01/07/2020 14:04;01/07/2020 16:25;01/07/2020 16:18;REALIZADO
MPH;7122;0;X;SCEL;SEQM;01/07/2020 14:05;01/07/2020 14:45;01/07/2020 19:15;01/07/2020 19:55;REALIZADO
OWT;5580;0;N;SNYA;SBBE;01/07/2020 14:05;01/07/2020 13:51;01/07/2020 15:55;01/07/2020 15:37;REALIZADO
OWT;5581;0;N;SNMZ;SBBE;01/07/2020 14:05;01/07/2020 13:50;01/07/2020 16:00;01/07/2020 15:27;REALIZADO
SUL;25;0;N;SWJN;SBCY;01/07/2020 14:05;01/07/2020 13:50;01/07/2020 16:05;01/07/2020 15:49;REALIZADO
TAM;3295;0;N;SBMO;SBGR;01/07/2020 14:05;01/07/2020 13:54;01/07/2020 17:05;01/07/2020 16:41;REALIZADO
AEA;58;0;I;SBGR;LEMD;01/07/2020 14:10;;02/07/2020 00:15;;CANCELADO
AZU;4408;0;N;SBKP;SBVT;01/07/2020 14:10;01/07/2020 14:08;01/07/2020 15:45;01/07/2020 15:35;REALIZADO
OWT;5585;0;N;SBEG;SWPI;01/07/2020 14:10;01/07/2020 14:10;01/07/2020 15:45;01/07/2020 15:47;REALIZADO
AZU;4358;0;N;SBKP;SBCG;01/07/2020 14:15;01/07/2020 14:18;01/07/2020 15:55;01/07/2020 15:58;REALIZADO
AZU;4435;0;N;SBSL;SBRF;01/07/2020 14:30;01/07/2020 14:24;01/07/2020 16:30;01/07/2020 16:23;REALIZADO
AZU;4437;0;N;SBAR;SBRF;01/07/2020 14:30;01/07/2020 14:33;01/07/2020 15:50;01/07/2020 15:49;REALIZADO
AZU;4433;0;N;SBSN;SBBE;01/07/2020 14:40;01/07/2020 15:01;01/07/2020 16:00;01/07/2020 16:20;REALIZADO
GLO;1878;0;N;SBAR;SBGL;01/07/2020 14:40;01/07/2020 14:45;01/07/2020 17:05;01/07/2020 16:57;REALIZADO
GLO;1915;0;N;SBSV;SBSG;01/07/2020 14:40;01/07/2020 14:31;01/07/2020 16:10;01/07/2020 16:08;REALIZADO
TAM;3808;0;N;SBBR;SBSP;01/07/2020 14:40;01/07/2020 14:37;01/07/2020 16:25;01/07/2020 16:04;REALIZADO
TAM;4616;0;N;SBGO;SBGR;01/07/2020 14:40;01/07/2020 14:26;01/07/2020 16:20;01/07/2020 15:50;REALIZADO
AZU;4305;0;N;SBPA;SBKP;01/07/2020 14:45;01/07/2020 14:35;01/07/2020 16:25;01/07/2020 16:02;REALIZADO
AZU;4423;0;N;SBSI;SBCY;01/07/2020 14:45;01/07/2020 14:27;01/07/2020 15:40;01/07/2020 15:21;REALIZADO
TAM;3223;0;N;SBCF;SBSP;01/07/2020 14:45;01/07/2020 15:17;01/07/2020 16:05;01/07/2020 16:28;REALIZADO
AZU;4333;0;N;SBFZ;SBRF;01/07/2020 14:50;01/07/2020 14:46;01/07/2020 16:15;01/07/2020 15:55;REALIZADO
AZU;4425;0;N;SBJU;SBRF;01/07/2020 14:50;01/07/2020 14:42;01/07/2020 16:00;01/07/2020 15:44;REALIZADO
AZU;4439;0;N;SBSG;SBRF;01/07/2020 14:50;01/07/2020 14:46;01/07/2020 15:45;01/07/2020 15:39;REALIZADO
AZU;4463;0;N;SBHT;SBBE;01/07/2020 14:50;01/07/2020 15:30;01/07/2020 16:20;01/07/2020 16:50;REALIZADO
GLO;1707;0;N;SBSV;SBFZ;01/07/2020 14:50;01/07/2020 14:46;01/07/2020 16:35;01/07/2020 16:30;REALIZADO
GLO;1900;0;N;SBSV;SBRF;01/07/2020 14:50;;01/07/2020 16:05;;CANCELADO
GLO;1908;0;N;SBSV;SBCF;01/07/2020 14:50;01/07/2020 14:43;01/07/2020 16:35;01/07/2020 16:24;REALIZADO
AZU;4375;0;N;SBMQ;SBBE;01/07/2020 14:55;01/07/2020 15:17;01/07/2020 15:55;01/07/2020 16:10;REALIZADO
AZU;4381;0;N;SBBV;SBEG;01/07/2020 14:55;01/07/2020 15:10;01/07/2020 16:10;01/07/2020 16:21;REALIZADO
AZU;9211;0;N;SBPV;SBCY;01/07/2020 14:55;01/07/2020 15:29;01/07/2020 16:55;01/07/2020 17:12;REALIZADO
GLO;1917;0;N;SBSV;SBJP;01/07/2020 14:55;01/07/2020 14:45;01/07/2020 16:20;01/07/2020 16:14;REALIZADO
GLO;1930;0;N;SBSV;SBVC;01/07/2020 14:55;01/07/2020 14:40;01/07/2020 15:55;01/07/2020 15:40;REALIZADO
TAM;3669;0;N;SBUL;SBGR;01/07/2020 14:55;01/07/2020 14:49;01/07/2020 16:10;01/07/2020 15:53;REALIZADO
TAM;3070;0;N;SBGR;SBRJ;01/07/2020 15:00;01/07/2020 14:50;01/07/2020 16:05;01/07/2020 15:42;REALIZADO
GLO;1067;0;N;SBGL;SBGR;01/07/2020 15:05;;01/07/2020 16:15;;CANCELADO
GLO;1893;0;N;SBBV;SBEG;01/07/2020 15:05;;01/07/2020 16:25;;CANCELADO
GLO;1926;0;N;SBSV;SBVT;01/07/2020 15:05;01/07/2020 14:59;01/07/2020 16:35;01/07/2020 16:37;REALIZADO
OWT;5028;0;N;SBAE;SBKP;01/07/2020 15:05;01/07/2020 15:00;01/07/2020 16:10;01/07/2020 16:05;REALIZADO
TAM;3267;0;N;SBPS;SBGR;01/07/2020 15:05;01/07/2020 15:04;01/07/2020 17:10;01/07/2020 17:00;REALIZADO
TAM;3370;0;N;SBCY;SBGR;01/07/2020 15:05;01/07/2020 14:54;01/07/2020 17:20;01/07/2020 16:45;REALIZADO
